depth,network,site_id,n,exact_acc,class_err,kappa
Middle,SNTL,SNTL:610,2875,0.3537391304347826,1.0500869565217392,0.3534805037961112
Middle,SNTL,SNTL:628,4999,0.3016603320664133,1.489897979595919,0.19536983692572957
Middle,SNTL,SNTL:644,0,NA,NA,NA
Middle,SNTL,SNTL:679,0,NA,NA,NA
Middle,SNTL,SNTL:688,1759,0.3018760659465605,1.2171688459351904,0.26095186394100983
Middle,SNTL,SNTL:698,2729,0.3067057530230854,1.2543056064492488,0.2514579456272653
Middle,SNTL,SNTL:715,4019,0.2791739238616571,1.4879323214730031,0.13203197995422586
Middle,SNTL,SNTL:720,3529,0.3326721450835931,1.2385945026919807,0.258225013288731
Middle,SNTL,SNTL:742,3427,0.26962357747300847,1.3253574555004377,0.28767205491379144
Middle,SNTL,SNTL:747,6044,0.3300794176042356,1.258438120450033,0.25719812503615186
Middle,SNTL,SNTL:756,0,NA,NA,NA
Middle,SNTL,SNTL:784,6225,0.2755020080321285,1.5979116465863454,0.1393274580998096
Middle,SNTL,SNTL:874,3314,0.2996378998189499,1.4049487024743512,0.26494967139334824
Middle,SNTL,SNTL:903,0,NA,NA,NA
Middle,SNTL,SNTL:922,1658,0.23944511459589868,1.548854041013269,0.28121842538882896
Middle,SNTL,SNTL:942,0,NA,NA,NA
Middle,SNTL,SNTL:985,7046,0.35878512631280157,1.1938688617655406,0.26409049479364666
Middle,UMRB Mesonet,WISN8,0,NA,NA,NA
Middle,USCRN,1013,4723,0.28774084268473427,1.432140588608935,0.21443205925022862
Middle,USCRN,1024,3828,0.3241901776384535,1.3351619644723094,0.20827673932295238
Middle,USCRN,1033,4584,0.3182809773123909,1.1845549738219896,0.3414385012369322
Middle,USCRN,1039,2513,0.29725427775567054,1.4206128133704736,0.2896382724309938
Middle,USCRN,1117,3809,0.35311105276975585,1.089787345760042,0.3634481918133471
Middle,USCRN,1119,4926,0.3101908241981324,1.1755988631749898,0.32258919047582724
Middle,USCRN,1129,4427,0.310594081770951,1.154958210978089,0.3817199531312771
Middle,USCRN,1507,3259,0.22399509051856398,1.7582080392758515,-0.07540599188338543
Middle,USCRN,1570,4745,0.359536354056902,1.2014752370916755,0.28108929394349286
Middle,UMRB Mesonet,BYMW4,0,NA,NA,NA
Middle,UMRB Mesonet,BZNM8,0,NA,NA,NA
Middle,UMRB Mesonet,CRGN8,0,NA,NA,NA
Middle,UMRB Mesonet,GSBN8,0,NA,NA,NA
Middle,UMRB Mesonet,HMLS2,0,NA,NA,NA
Middle,UMRB Mesonet,KEEN8,0,NA,NA,NA
Middle,UMRB Mesonet,MNMS2,0,NA,NA,NA
Middle,UMRB Mesonet,OCMS2,0,NA,NA,NA
Middle,SCAN,SCAN:2001,7091,0.2944577633620082,1.344239176420815,0.3351154878379536
Middle,SCAN,SCAN:2031,6551,0.2704930544954969,1.4127614104716837,0.19753579758991643
Middle,SCAN,SCAN:2068,5416,0.3151772525849335,1.210672082717873,0.3740367749021879
Middle,SCAN,SCAN:2070,6276,0.2656150414276609,1.6279477374123645,0.1721178181878282
Middle,SCAN,SCAN:2078,5914,0.309604328711532,1.3850185999323639,0.2965723194383542
Middle,SCAN,SCAN:2087,6444,0.20825574177529485,1.984171322160149,-0.026774174767753324
Middle,SCAN,SCAN:2118,3922,0.20168281489036205,1.785823559408465,-0.022190252576465185
Middle,SCAN,SCAN:2128,5319,0.2899041173152848,1.2863320172964843,0.2507669710894664
Middle,SCAN,SCAN:2133,4222,0.27261961155850306,1.5142112742775935,0.13619142670512188
Middle,SCAN,SCAN:2164,3926,0.2531839021905247,1.6665817626082526,0.12036948617275893
Middle,SCAN,SCAN:2165,0,NA,NA,NA
Middle,SCAN,SCAN:2175,3865,0.22483829236739974,1.5120310478654593,0.13860194489284638
Middle,SCAN,SCAN:2186,2027,0.33695115934879133,1.3226443019240257,0.08640896391293483
Middle,SCAN,SCAN:2192,3365,0.28053491827637445,1.5435364041604756,0.06664595067793629
Middle,SCAN,SCAN:2202,1908,0.29821802935010483,1.221698113207547,0.2787332823769476
Middle,SCAN,SCAN:581,2548,0.24332810047095763,1.6467817896389325,0.08851438819016481
Middle,UMRB Mesonet,SIYM8,0,NA,NA,NA
Middle,SNTL,SNTL:1017,3732,0.2872454448017149,1.2837620578778135,0.3413085227843104
Middle,SNTL,SNTL:1046,3656,0.30908096280087527,1.400711159737418,0.10287144193521044
Middle,SNTL,SNTL:1060,4235,0.2809917355371901,1.436835891381346,0.2300058701012094
Middle,SNTL,SNTL:1133,2058,0.2813411078717201,1.3877551020408163,0.22547449086349913
Middle,SNTL,SNTL:1134,2486,0.2831858407079646,1.2743362831858407,0.27190643417280064
Middle,SNTL,SNTL:1169,1355,0.27158671586715866,1.8575645756457564,0.1958049806584201
Middle,SNTL,SNTL:1187,1519,0.12113232389730086,1.957208689927584,0.23460619151498677
Middle,SNTL,SNTL:1196,2852,0.3018934081346424,1.276297335203366,0.2582640121783981
Middle,SNTL,SNTL:1221,2845,0.3170474516695958,1.3420035149384886,0.15903558663673992
Middle,SNTL,SNTL:1225,3060,0.28431372549019607,1.4179738562091504,0.2571758521902016
Middle,SNTL,SNTL:1243,3304,0.3774213075060533,1.008777239709443,0.3140069658529718
Middle,SNTL,SNTL:1244,3220,0.33633540372670806,1.1944099378881987,0.268463768849946
Middle,SNTL,SNTL:2170,3966,0.2713061018658598,1.3149268784669692,0.26125285317472413
Middle,SNTL,SNTL:342,3380,0.34940828402366864,1.1236686390532544,0.31412662424566884
Middle,SNTL,SNTL:349,0,NA,NA,NA
Middle,SNTL,SNTL:358,0,NA,NA,NA
Middle,SNTL,SNTL:371,5381,0.3016167998513288,1.452889797435421,0.14678186493876685
Middle,SNTL,SNTL:373,5781,0.3601453035806954,1.210690192008303,0.18348145149985043
Middle,SNTL,SNTL:435,5002,0.2916833266693323,1.3826469412235105,0.18222002526141132
Middle,SNTL,SNTL:455,6757,0.3525233091608702,1.2029006955749593,0.23529901900391326
Middle,SNTL,SNTL:476,4965,0.3176233635448137,1.227190332326284,0.2193270010393078
Middle,SNTL,SNTL:495,6582,0.20859920996657552,1.7924642965663933,0.01316596264187813
Middle,SNTL,SNTL:513,3628,0.33296582138919517,1.3541896361631753,0.14893183543720623
Middle,SNTL,SNTL:531,2577,0.3942568878540939,0.9918509895227008,0.3389953110423512
Middle,SNTL,SNTL:532,3111,0.22147219543555127,1.650273224043716,0.2063037665546415
Middle,SNTL,SNTL:537,3398,0.336962919364332,1.2492642731018246,0.2996150244330935
Middle,SNTL,SNTL:571,5029,0.23622986677271823,1.6377013322728176,0.07150468176654896
Middle,SNTL,SNTL:732,246,0.1910569105691057,1.532520325203252,0.45173839046924474
Middle,SNTL,SNTL:750,8191,0.1535832010743499,2.0645830789891346,-0.01025913098854352
Middle,SNTL,SNTL:752,2507,0.2991623454327882,1.4315915436777025,0.17982187726957968
Middle,SNTL,SNTL:793,0,NA,NA,NA
Middle,SNTL,SNTL:795,6659,0.32377233818891726,1.2353206187115182,0.28143359750754926
Middle,SNTL,SNTL:820,5918,0.22017573504562352,1.7181480229807367,0.11372769499745587
Middle,SNTL,SNTL:972,8007,0.2987386037217435,1.3929062070688147,0.20951418334344554
Middle,SNTL,SNTL:990,0,NA,NA,NA
Middle,UMRB Mesonet,TTNM8,0,NA,NA,NA
Middle,UMRB Mesonet,WNMS2,0,NA,NA,NA
Middle,UMRB Mesonet,WRMW4,0,NA,NA,NA
