depth,network,site_id,fold,n_ml,n_sport,lon,lat,KGE_KGML,KGE_SPoRT,KGE_diff,r_KGML,r_SPoRT,r_diff,pbias_KGML,pbias_SPoRT,pbias_diff,abs_pbias_adv
Shallow,SCAN,SCAN:2034,6,6695,5084,-90.41142,34.6764,0.6539230208966248,0.5984023311452786,0.055520689751346164,0.7627457420871275,0.6616294962439069,0.10111624584322065,-5.2,-21.6,16.400000000000002,16.400000000000002
Shallow,SCAN,SCAN:2035,10,7666,5982,-90.35843,34.06301,0.6525875963662866,0.5271870431668284,0.1254005531994582,0.7198920600635494,0.6601680338043215,0.0597240262592279,-14.1,-32.8,18.699999999999996,18.699999999999996
Shallow,SCAN,SCAN:2036,5,2600,2420,-77.93333,40.71667,0.7732675850919013,0.27984928366898554,0.49341830142291576,0.8159275401911702,0.5343023728718977,0.28162516731927245,5.8,18,-12.2,12.2
Shallow,SCAN,SCAN:2037,10,6687,5081,-79.73333,34.3,0.701180274713332,0.536064000585498,0.16511627412783403,0.8328936140090684,0.7314422163417018,0.10145139766736655,-4.7,35.6,-40.300000000000004,30.900000000000002
Shallow,SCAN,SCAN:2038,1,7289,5635,-81.2,32.666669999999996,0.6330616394474631,0.4761036485587916,0.15695799088867146,0.7784165143087777,0.5287624106941006,0.2496541036146771,-18.5,22.7,-41.2,4.199999999999999
Shallow,SCAN,SCAN:2039,5,7709,6269,-78.11667,38.23333,0.8106951961055642,0.7071667037003012,0.10352849240526296,0.8849499187032844,0.7452697499488001,0.1396801687544843,-12,-3.2,-8.8,-8.8
Shallow,SCAN,SCAN:2041,8,5796,4405,-72.83451,44.53509,0.415097793706262,0.11196509871777971,0.3031326949884823,0.6110599818911686,0.16131048844250045,0.44974949344866816,-12.6,-9.7,-2.9000000000000004,-2.9000000000000004
Shallow,SCAN,SCAN:2042,4,4968,3858,-73.03834000000002,43.05753,0.514295759200551,0.2252512576538479,0.28904450154670314,0.5199916091962179,0.2401166020867822,0.2798750071094357,0.1,-5,5.1,4.9
Shallow,SCAN,SCAN:2046,8,7225,6315,-90.90496,33.97370000000001,0.7227206659408958,0.5400879620302897,0.18263270391060604,0.7447356276231201,0.600789663721031,0.14394596390208902,-10.8,-20.7,9.899999999999999,9.899999999999999
Shallow,SCAN,SCAN:2047,2,6556,5432,-93.71667,40.25,0.5366951980008108,0.3580239348929576,0.1786712631078532,0.6794232900307026,0.5917453870782877,0.08767790295241484,15.1,-24,39.1,8.9
Shallow,SCAN,SCAN:2048,2,6318,5510,-89.93333,36.78333,0.6300149262158607,0.6509835297196145,-0.020968603503753735,0.7420470450324568,0.6573779211918842,0.08466912384057257,3.7,-4.7,8.4,1
Shallow,SCAN,SCAN:2049,5,6086,5230,-76.85,39.01667,0.6980343921166696,0.2870201805850129,0.41101421153165674,0.8773037746215765,0.6451110934873987,0.2321926811341778,27.5,42,-14.5,14.5
Shallow,SCAN,SCAN:2050,6,3943,3366,-96.26667,47.71667000000001,0.6359429474853125,0.5838250504624606,0.05211789702285197,0.7814930075659453,0.6761796639886419,0.10531334357730338,8.9,-23.4,32.3,14.499999999999998
Shallow,SCAN,SCAN:2051,7,6544,5677,-80.55,25.5,0.5773455205803082,0.43235217511494994,0.14499334546535825,0.7013076795979416,0.6146143474405179,0.0866933321574237,27.6,36,-8.399999999999999,8.399999999999999
Shallow,SCAN,SCAN:2053,2,6892,5861,-86.53333,34.9,0.8455889854642386,0.5540075773799903,0.29158140808424826,0.861138159406198,0.7091695249154527,0.15196863449074527,-4.6,-5.5,0.9000000000000004,0.9000000000000004
Shallow,SCAN,SCAN:2055,7,5074,4184,-86.16557,34.4448,0.73419637846854,0.38657511626052277,0.34762126220801726,0.8676470136774037,0.7305841995754133,0.1370628141019904,20.8,32,-11.2,11.2
Shallow,SCAN,SCAN:2056,5,6574,5624,-86.68333,34.43333,0.7063462591178663,0.3066636175082572,0.3996826416096091,0.8554683719124012,0.6973901518065508,0.15807822010585038,-10.8,-15.4,4.6,4.6
Shallow,SCAN,SCAN:2057,10,6706,5725,-86.55,34.78333000000001,0.7846484171213408,0.6778301872894786,0.10681822983186218,0.7970050799990915,0.7252608785633196,0.07174420143577198,5.4,-6,11.4,0.5999999999999996
Shallow,SCAN,SCAN:2060,4,6212,5204,-93.88333,37.06667,0.7698891343971453,0.5836522101214473,0.18623692427569805,0.855824574312498,0.7611733651360038,0.09465120917649428,2.3,5.2,-2.9000000000000004,2.9000000000000004
Shallow,SCAN,SCAN:2061,4,6221,5412,-94.03333,38.86667,0.6529699724703174,0.37145058252318897,0.28151938994712844,0.787942816154479,0.7054930570142669,0.08244975914021213,-3.5,-28.5,25,25
